name	NumVars	NumConstrs	NumNZs	dt_model	dt_solve	dt_relax	m.ObjVal	mrel.ObjVal	optimal	servers	startups
cap100_n150_t150_ShSm_1_0.txt	42281	72804	366459	8.234387159347534	122.87239575386047	6.6960155963897705	20.0	20.0	True	10	10
cap100_n150_t150_ShSm_1_112.txt	27419	50350	308035	6.812697649002075	7.317164659500122	4.75605320930481	20.0	20.000000000000004	True	10	10
cap100_n150_t150_ShSm_1_37.txt	37083	64872	344037	7.770791053771973	55.830740213394165	6.151998281478882	20.0	20.0	True	10	10
cap100_n150_t150_ShSm_1_75.txt	31651	56707	323768	7.237302541732788	38.10783267021179	5.808286666870117	20.0	20.0	True	10	10
cap100_n150_t150_ShSm_2_0.txt	42933	74583	379791	8.311578273773193	25.026645183563232	6.965433835983276	22.0	22.0	True	11	11
cap100_n150_t150_ShSm_2_112.txt	28229	52364	322361	7.059219837188721	11.565978288650513	5.00354266166687	22.0	22.0	True	11	11
cap100_n150_t150_ShSm_2_37.txt	37867	66979	361140	8.023748636245728	14.190269231796265	6.719847202301025	22.0	22.0	True	11	11
cap100_n150_t150_ShSm_2_75.txt	32443	58696	337900	7.400958299636841	14.182727813720703	5.804973125457764	22.0	22.0	True	11	11
cap100_n150_t150_ShSm_3_0.txt	42745	74185	375539	8.272502899169922	15.049647092819214	6.991381406784058	20.0	20.0	True	10	10
cap100_n150_t150_ShSm_3_112.txt	28451	52702	322674	7.1072704792022705	18.80297541618347	5.119473218917847	20.0	20.0	True	10	10
cap100_n150_t150_ShSm_3_37.txt	37207	65869	355207	7.9774158000946045	19.700209856033325	6.394480228424072	20.0	20.0	True	10	10
cap100_n150_t150_ShSm_3_75.txt	32171	58291	335992	7.352052688598633	16.590298414230347	5.67967414855957	20.0	20.0	True	10	10
cap100_n150_t150_ShSm_4_0.txt	42803	72965	364149	7.994367599487305	6.1414783000946045	6.5708208084106445	24.0	24.0	True	12	12
cap100_n150_t150_ShSm_4_112.txt	27809	50420	307352	6.668625116348267	9.90160608291626	4.47712779045105	24.0	24.0	True	12	12
cap100_n150_t150_ShSm_4_37.txt	37069	64344	342426	7.525498390197754	5.392875909805298	5.786042928695679	24.0	24.0	True	12	12
cap100_n150_t150_ShSm_4_75.txt	31753	56349	322448	7.075162887573242	6.125692367553711	5.3395915031433105	24.0	24.0	True	12	12
cap100_n150_t150_ShSm_5_0.txt	40655	69680	348960	7.9842963218688965	274.88071370124817	6.127161264419556	22.0	22.0	True	11	11
cap100_n150_t150_ShSm_5_112.txt	26753	48650	293334	6.698135614395142	61.132086753845215	5.047843933105469	22.0	22.0	True	11	11
cap100_n150_t150_ShSm_5_37.txt	35735	62285	330579	7.471736431121826	38.32560157775879	5.833459138870239	22.0	22.0	True	11	11
cap100_n150_t150_ShSm_5_75.txt	30311	53996	306141	6.995294809341431	925.3731083869934	4.96980094909668	22.0	22.0	True	11	11
