name	NumVars	NumConstrs	NumNZs	dt_model	dt_solve	dt_relax	m.ObjVal	mrel.ObjVal	optimal	servers	startups
cap100_n200_t240_ShLr_1_0.txt	69133	125820	768458	13.574818849563599	1800.0364744663239	22.053123712539673	57.0	30.0	False	0	0
cap100_n200_t240_ShLr_1_100.txt	56729	116321	746148	12.935762405395508	1800.0231266021729	18.68175983428955	43.0	30.0	False	0	0
cap100_n200_t240_ShLr_1_150.txt	49179	107727	725070	12.654229164123535	1800.0370950698853	17.6589617729187	38.0	30.000000000000004	False	0	0
cap100_n200_t240_ShLr_1_50.txt	63357	121878	761040	13.429518222808838	1800.0284132957458	20.640095472335815	51.0	30.0	False	0	0
cap100_n200_t240_ShLr_2_0.txt	66312	126709	774433	12.813295125961304	1800.0199060440063	24.53745675086975	64.0	28.000000000000004	False	0	0
cap100_n200_t240_ShLr_2_100.txt	53129	116037	749388	12.123196601867676	1800.0170691013336	22.28115200996399	50.0	28.000000000000004	False	0	0
cap100_n200_t240_ShLr_2_150.txt	47946	110554	737740	11.864053010940552	1800.0187802314758	21.809578895568848	39.0	28.0	False	0	0
cap100_n200_t240_ShLr_2_50.txt	59075	121037	760286	12.438990354537964	1800.0187950134277	21.11223077774048	55.0	27.999999999999993	False	0	0
cap100_n200_t240_ShLr_3_0.txt	67520	124684	777891	13.896654844284058	1800.021870136261	32.95731830596924	65.0	30.0	False	0	0
cap100_n200_t240_ShLr_3_100.txt	54590	114435	753511	13.11435079574585	1800.0338685512543	21.529654026031494	54.0	30.0	False	0	0
cap100_n200_t240_ShLr_3_150.txt	48732	108514	740032	12.768335342407227	1800.0650112628937	22.56332564353943	38.0	30.27731092436976	False	0	0
cap100_n200_t240_ShLr_3_50.txt	61906	120898	770839	13.519835472106934	1800.0184571743011	35.13412284851074	57.0	30.000000000138424	False	0	0
cap100_n200_t240_ShLr_4_0.txt	65207	118566	725335	12.184497356414795	1800.0240678787231	21.86120367050171	69.0	30.000000000000004	False	0	0
cap100_n200_t240_ShLr_4_100.txt	52401	108342	701619	11.190548658370972	1800.0163214206696	20.616718530654907	55.0	31.000000000000014	False	0	0
cap100_n200_t240_ShLr_4_150.txt	45707	99607	681292	11.047586917877197	1800.0162913799286	18.022752285003662	54.0	35.000000000000036	False	0	0
cap100_n200_t240_ShLr_4_50.txt	59249	114044	713975	11.788448572158813	1800.020878791809	22.263577222824097	60.0	31.999999999999996	False	0	0
cap100_n200_t240_ShLr_5_0.txt	66389	121784	707096	12.350234746932983	1800.0435824394226	27.1445574760437	62.0	34.0000000006166	False	0	0
cap100_n200_t240_ShLr_5_100.txt	53390	111543	683499	11.47922682762146	1800.0309579372406	22.072754859924316	46.0	34.00000000000003	False	0	0
cap100_n200_t240_ShLr_5_150.txt	46360	102425	661166	11.299615621566772	1800.0284430980682	18.17110013961792	44.0	33.99999999999989	False	0	0
cap100_n200_t240_ShLr_5_50.txt	60127	117209	695332	11.849422454833984	1800.0193195343018	19.502475261688232	61.0	34.0	False	0	0
