name	NumVars	NumConstrs	NumNZs	dt_model	dt_solve	dt_relax	m.ObjVal	mrel.ObjVal	optimal	servers	startups
cap100_n200_t240_ShSm_1_0.txt	67304	102081	566621	12.552619457244873	32.35731220245361	11.319058656692505	23.0	21.287037037037038	True	10	13
cap100_n200_t240_ShSm_1_100.txt	54242	91416	541140	11.815190076828003	21.469245433807373	11.660993576049805	22.0	22.000000000000004	True	10	12
cap100_n200_t240_ShSm_1_150.txt	48427	84772	526044	11.289820671081543	9.764859914779663	10.580968618392944	22.0	22.0	True	10	12
cap100_n200_t240_ShSm_1_50.txt	61212	97529	554780	12.223240613937378	24.73879051208496	12.881990432739258	22.0	20.287037037037038	True	10	12
cap100_n200_t240_ShSm_2_0.txt	67201	102784	571526	12.774630069732666	12.914817333221436	12.210610628128052	20.0	20.0	True	10	10
cap100_n200_t240_ShSm_2_100.txt	53107	91032	546060	12.018713474273682	9.795272827148438	11.666009902954102	20.0	20.0	True	10	10
cap100_n200_t240_ShSm_2_150.txt	48091	85764	531789	11.654870510101318	9.834111213684082	11.12622618675232	20.0	20.0	True	10	10
cap100_n200_t240_ShSm_2_50.txt	59618	96328	557319	12.312145471572876	10.951494932174683	12.009204864501953	20.0	20.0	True	10	10
cap100_n200_t240_ShSm_3_0.txt	66180	100624	560760	12.704360723495483	1800.0187554359436	10.985195398330688	23.0	22.0	False	0	0
cap100_n200_t240_ShSm_3_100.txt	53126	90333	537632	11.660324096679688	247.74856209754944	11.678028345108032	22.0	22.0	True	11	11
cap100_n200_t240_ShSm_3_150.txt	48039	84814	525724	11.507161140441895	27.835630655288696	10.815707921981812	22.0	21.999999999999996	True	11	11
cap100_n200_t240_ShSm_3_50.txt	59855	95820	550829	12.400903940200806	1800.0185403823853	11.37166953086853	23.0	22.0	False	0	0
cap100_n200_t240_ShSm_4_0.txt	65710	100497	557544	12.659961700439453	9.594369173049927	11.942788362503052	20.0	20.0	True	10	10
cap100_n200_t240_ShSm_4_100.txt	53803	91832	536948	12.010294437408447	9.211779594421387	12.374178886413574	20.0	20.0	True	10	10
cap100_n200_t240_ShSm_4_150.txt	48549	85872	523287	11.706011056900024	8.922088623046875	10.866799354553223	20.0	20.0	True	10	10
cap100_n200_t240_ShSm_4_50.txt	60880	98700	556323	12.601507663726807	12.03711724281311	11.910612344741821	20.0	20.0	True	10	10
cap100_n200_t240_ShSm_5_0.txt	66956	101177	562968	12.46119213104248	1800.0177991390228	11.497433423995972	26.0	24.0	False	0	0
cap100_n200_t240_ShSm_5_100.txt	53043	89528	537658	11.379225254058838	1800.015094280243	11.256412982940674	25.0	24.0	False	0	0
cap100_n200_t240_ShSm_5_150.txt	47346	82573	521092	11.342475414276123	89.66844964027405	10.42549204826355	24.0	24.0	True	12	12
cap100_n200_t240_ShSm_5_50.txt	60771	96880	554788	12.255460977554321	1800.1461272239685	11.08119010925293	25.0	24.0	False	0	0
