name	NumVars	NumConstrs	NumNZs	dt_model	dt_solve	dt_relax	m.ObjVal	mrel.ObjVal	optimal	servers	startups
cap100_n100_t120_ShLr_1_0.txt	18178	36672	185898	3.2088425159454346	1800.006873369217	4.0609753131866455	43.0	33.00000000000001	False	0	0
cap100_n100_t120_ShLr_1_25.txt	15862	33178	177239	3.0534980297088623	779.1286194324493	3.5848188400268555	38.0	32.999999999999986	True	14	24
cap100_n100_t120_ShLr_1_50.txt	14038	30317	169093	3.0024783611297607	396.6655840873718	3.4198086261749268	35.0	30.0	True	14	21
cap100_n100_t120_ShLr_1_75.txt	12292	27662	162333	2.778843879699707	26.443172216415405	3.438958168029785	30.0	28.20253164556962	True	14	16
cap100_n100_t120_ShLr_2_0.txt	19498	37822	183875	3.4180545806884766	1800.0060205459595	3.393162488937378	33.0	27.999999999999996	False	0	0
cap100_n100_t120_ShLr_2_25.txt	17100	34212	174870	3.317074775695801	1800.0088737010956	3.068296432495117	31.0	26.340000000000003	False	0	0
cap100_n100_t120_ShLr_2_50.txt	14670	30440	164358	3.0911037921905518	81.00838685035706	2.904447078704834	28.0	26.340000000000003	True	13	15
cap100_n100_t120_ShLr_2_75.txt	12902	27696	156702	2.9076685905456543	142.13417840003967	2.526540517807007	28.0	26.0	True	13	15
cap100_n100_t120_ShLr_3_0.txt	18948	35629	176821	3.244933843612671	678.8528544902802	3.1146962642669678	38.0	30.999999999999993	True	15	23
cap100_n100_t120_ShLr_3_25.txt	16712	32256	168214	3.069624185562134	498.35263562202454	3.0273334980010986	35.0	30.999999999999996	True	16	19
cap100_n100_t120_ShLr_3_50.txt	13836	27846	155749	2.8587229251861572	63.682687759399414	2.5037543773651123	33.0	30.0	True	15	18
cap100_n100_t120_ShLr_3_75.txt	12320	25559	150027	2.7545769214630127	49.80832767486572	2.3425278663635254	32.0	29.999999999999993	True	15	17
cap100_n100_t120_ShLr_4_0.txt	18850	38226	192844	3.1239919662475586	1800.402405500412	3.794466733932495	36.0	24.0	False	0	0
cap100_n100_t120_ShLr_4_25.txt	16224	34193	181465	2.9978578090667725	1072.0980033874512	3.473942279815674	28.0	24.0	True	12	16
cap100_n100_t120_ShLr_4_50.txt	14214	31171	173944	2.7932775020599365	236.43723464012146	3.162407875061035	27.0	24.0	True	12	15
cap100_n100_t120_ShLr_4_75.txt	12050	27932	165603	2.5981693267822266	165.58898901939392	2.704385757446289	27.0	24.0	True	12	15
cap100_n100_t120_ShLr_5_0.txt	19000	38269	201771	3.3145856857299805	1806.0112817287445	4.237638235092163	43.0	33.00000000000002	False	0	0
cap100_n100_t120_ShLr_5_25.txt	16830	35007	193830	3.236924648284912	691.373633146286	3.9643290042877197	36.0	33.0	True	14	22
cap100_n100_t120_ShLr_5_50.txt	14766	31899	186027	3.0699679851531982	106.49453139305115	3.4131453037261963	33.0	31.999999999999993	True	14	19
cap100_n100_t120_ShLr_5_75.txt	13112	29429	180127	2.9377264976501465	56.768545627593994	3.393221855163574	31.0	31.00000000000001	True	14	17
